gene,sexA,sexB,rank,type,statusA,statusB,lePathA,lePathB,exclu,pval,ncols,leA,leB,typePair
COL5A1,14_2,8_29,8,deletion,no,can,0,3,FALSE,3.5e-05,18,33,18,UNREL
COL5A1,14_2,8_29,9,deletion,no,can,0,1,FALSE,3.5e-05,18,33,18,UNREL
COL5A1,8_1,8_29,8,deletion,no,can,0,3,FALSE,0.00015,14,14,18,UNREL
COL5A1,8_1,8_29,9,deletion,no,can,0,1,FALSE,0.00015,14,14,18,UNREL
COL5A1,8_10,8_29,8,deletion,no,can,0,3,FALSE,4.4e-05,15,18,18,UNREL
COL5A1,8_10,8_29,9,deletion,no,can,0,1,FALSE,4.4e-05,15,18,18,UNREL
COL5A1,8_12,8_29,8,deletion,no,can,0,3,FALSE,2.1e-06,18,18,18,UNREL
COL5A1,8_12,8_29,9,deletion,no,can,0,1,FALSE,2.1e-06,18,18,18,UNREL
COL5A1,8_13,8_29,8,deletion,no,can,0,3,FALSE,0.00045,15,15,18,UNREL
COL5A1,8_13,8_29,9,deletion,no,can,0,1,FALSE,0.00045,15,15,18,UNREL
COL5A1,8_14,8_29,8,deletion,no,can,0,3,FALSE,0.00018,15,18,18,UNREL
COL5A1,8_14,8_29,9,deletion,no,can,0,1,FALSE,0.00018,15,18,18,UNREL
COL5A1,8_15,8_29,8,deletion,no,can,0,3,FALSE,0.00012,18,18,18,UNREL
COL5A1,8_15,8_29,9,deletion,no,can,0,1,FALSE,0.00012,18,18,18,UNREL
COL5A1,8_16,8_29,8,deletion,no,can,0,3,FALSE,0.00029,15,15,18,UNREL
COL5A1,8_16,8_29,9,deletion,no,can,0,1,FALSE,0.00029,15,15,18,UNREL
COL5A1,8_19,8_29,8,deletion,no,can,0,3,FALSE,0.00016,18,36,18,UNREL
COL5A1,8_19,8_29,9,deletion,no,can,0,1,FALSE,0.00016,18,36,18,UNREL
COL5A1,8_2,8_29,8,deletion,no,can,0,3,FALSE,0.00022,12,21,18,UNREL
COL5A1,8_2,8_29,9,deletion,no,can,0,1,FALSE,0.00022,12,21,18,UNREL
COL5A1,8_20,8_29,8,deletion,no,can,0,3,FALSE,8.1e-05,18,18,18,UNREL
COL5A1,8_20,8_29,9,deletion,no,can,0,1,FALSE,8.1e-05,18,18,18,UNREL
COL5A1,8_22,8_29,8,deletion,no,can,0,3,FALSE,0.00031,15,15,18,UNREL
COL5A1,8_22,8_29,9,deletion,no,can,0,1,FALSE,0.00031,15,15,18,UNREL
COL5A1,8_23,8_29,8,deletion,no,can,0,3,FALSE,2e-04,18,18,18,UNREL
COL5A1,8_23,8_29,9,deletion,no,can,0,1,FALSE,2e-04,18,18,18,UNREL
COL5A1,8_24,8_29,8,deletion,no,can,0,3,FALSE,0.00011,15,15,18,UNREL
COL5A1,8_24,8_29,9,deletion,no,can,0,1,FALSE,0.00011,15,15,18,UNREL
COL5A1,8_25,8_29,8,deletion,no,can,0,3,FALSE,7e-05,18,18,18,UNREL
COL5A1,8_25,8_29,9,deletion,no,can,0,1,FALSE,7e-05,18,18,18,UNREL
COL5A1,8_26,8_29,8,deletion,no,can,0,3,FALSE,0.00031,15,18,18,UNREL
COL5A1,8_26,8_29,9,deletion,no,can,0,1,FALSE,0.00031,15,18,18,UNREL
COL5A1,8_27,8_29,8,deletion,no,can,0,3,FALSE,1e-05,15,18,18,UNREL
COL5A1,8_27,8_29,9,deletion,no,can,0,1,FALSE,1e-05,15,18,18,UNREL
COL5A1,8_28,8_29,8,deletion,no,can,0,3,FALSE,1.8e-05,18,36,18,UNREL
COL5A1,8_28,8_29,9,deletion,no,can,0,1,FALSE,1.8e-05,18,36,18,UNREL
COL5A1,8_29,8_32,8,deletion,can,no,3,0,FALSE,0.00026,18,18,18,UNREL
COL5A1,8_29,8_32,9,deletion,can,no,1,0,FALSE,0.00026,18,18,18,UNREL
COL5A1,8_29,8_34,8,deletion,can,no,3,0,FALSE,0.00031,9,18,12,UNREL
COL5A1,8_29,8_34,9,deletion,can,no,1,0,FALSE,0.00031,9,18,12,UNREL
COL5A1,8_29,8_36,8,deletion,can,no,3,0,FALSE,4.6e-05,12,18,36,UNREL
COL5A1,8_29,8_36,9,deletion,can,no,1,0,FALSE,4.6e-05,12,18,36,UNREL
COL5A1,8_29,8_38,8,deletion,can,no,3,0,FALSE,8.7e-05,18,18,36,UNREL
COL5A1,8_29,8_38,9,deletion,can,no,1,0,FALSE,8.7e-05,18,18,36,UNREL
COL5A1,8_29,8_39,8,deletion,can,no,3,0,FALSE,1.1e-06,18,18,18,UNREL
COL5A1,8_29,8_39,9,deletion,can,no,1,0,FALSE,1.1e-06,18,18,18,UNREL
COL5A1,8_29,8_4,8,deletion,can,no,3,0,FALSE,0.00012,18,18,25,UNREL
COL5A1,8_29,8_4,9,deletion,can,no,1,0,FALSE,0.00012,18,18,25,UNREL
COL5A1,8_29,8_41,8,deletion,can,no,3,0,FALSE,0.00013,18,18,18,UNREL
COL5A1,8_29,8_41,9,deletion,can,no,1,0,FALSE,0.00013,18,18,18,UNREL
COL5A1,8_29,8_43,8,deletion,can,no,3,0,FALSE,1.7e-06,18,18,18,UNREL
COL5A1,8_29,8_43,9,deletion,can,no,1,0,FALSE,1.7e-06,18,18,18,UNREL
COL5A1,8_29,8_45,8,deletion,can,no,3,0,FALSE,2.4e-05,15,18,26,UNREL
COL5A1,8_29,8_45,9,deletion,can,no,1,0,FALSE,2.4e-05,15,18,26,UNREL
COL5A1,8_29,8_47,8,deletion,can,no,3,0,FALSE,1.2e-05,18,18,18,UNREL
COL5A1,8_29,8_47,9,deletion,can,no,1,0,FALSE,1.2e-05,18,18,18,UNREL
COL5A1,8_29,8_6,8,deletion,can,no,3,0,FALSE,0.00081,15,18,18,UNREL
COL5A1,8_29,8_6,9,deletion,can,no,1,0,FALSE,0.00081,15,18,18,UNREL
COL5A1,8_29,8_7,8,deletion,can,no,3,0,FALSE,5.8e-05,12,18,18,UNREL
COL5A1,8_29,8_7,9,deletion,can,no,1,0,FALSE,5.8e-05,12,18,18,UNREL
COL5A2,1_0,2_13,3,deletion,no,can,0,9,FALSE,0.00027,15,98,18,UNREL
COL5A2,1_0,2_15,3,deletion,no,can,0,9,FALSE,0.00029,18,98,18,UNREL
COL5A2,1_0,2_16,3,deletion,no,can,0,9,FALSE,3.3e-05,18,98,33,UNREL
COL5A2,1_0,2_18,3,deletion,no,can,0,9,FALSE,9.7e-06,21,98,33,UNREL
COL5A2,1_0,2_19,3,deletion,no,can,0,9,FALSE,0.00047,18,98,18,UNREL
COL5A2,1_0,2_19,10,deletion,no,can,0,1,FALSE,0.00047,18,98,18,UNREL
COL5A2,1_0,2_2,1,deletion,no,can,0,11,FALSE,2.9e-05,18,98,18,UNREL
COL5A2,1_0,2_20,3,deletion,no,can,0,9,FALSE,0.00013,13,98,22,UNREL
COL5A2,1_0,2_4,1,deletion,no,can,0,11,FALSE,3.5e-07,28,98,32,UNREL
COL5A2,2_10,2_16,3,deletion,no,can,0,9,FALSE,0.00043,18,18,33,No
COL5A2,2_10,2_18,3,deletion,no,can,0,9,FALSE,7.1e-05,18,18,33,UNREL
COL5A2,2_10,2_19,3,deletion,no,can,0,9,FALSE,0.00025,12,18,18,UNREL
COL5A2,2_10,2_19,10,deletion,no,can,0,1,FALSE,0.00025,12,18,18,UNREL
COL5A2,2_10,2_2,1,deletion,no,can,0,11,FALSE,0.00055,18,18,18,UNREL
COL5A2,2_10,2_20,3,deletion,no,can,0,9,FALSE,0.00062,18,18,22,UNREL
COL5A2,2_10,2_4,1,deletion,no,can,0,11,FALSE,0.00067,18,18,32,UNREL
COL5A2,2_11,2_16,3,deletion,anc,can,0,9,FALSE,0.00022,10,10,33,REL
COL5A2,2_13,2_16,3,deletion,can,can,9,9,FALSE,6.9e-05,18,18,33,No
COL5A2,2_13,2_18,3,deletion,can,can,9,9,FALSE,4.8e-05,18,18,33,No
COL5A2,2_13,2_19,3,deletion,can,can,9,9,FALSE,0.00016,18,18,18,No
COL5A2,2_13,2_19,10,deletion,no,can,0,1,FALSE,0.00016,18,18,18,UNREL
COL5A2,2_13,2_2,3,deletion,can,no,9,0,FALSE,2.2e-05,18,18,18,UNREL
COL5A2,2_13,2_2,1,deletion,no,can,0,11,FALSE,2.2e-05,18,18,18,UNREL
COL5A2,2_13,2_20,3,deletion,can,can,9,9,FALSE,3.8e-05,16,18,22,No
COL5A2,2_13,2_22,3,deletion,can,no,9,0,FALSE,0.00042,15,18,18,UNREL
COL5A2,2_13,2_24,3,deletion,can,no,9,0,FALSE,7.3e-05,18,18,33,UNREL
COL5A2,2_13,2_26,3,deletion,can,no,9,0,FALSE,4.2e-05,15,18,33,UNREL
COL5A2,2_13,2_29,3,deletion,can,no,9,0,FALSE,0.00047,18,18,18,UNREL
COL5A2,2_13,2_31,3,deletion,can,no,9,0,FALSE,0.00027,18,18,23,UNREL
COL5A2,2_13,2_32,3,deletion,can,no,9,0,FALSE,8.2e-05,18,18,25,UNREL
COL5A2,2_13,2_33,3,deletion,can,no,9,0,FALSE,0.00087,15,18,15,UNREL
COL5A2,2_13,2_34,3,deletion,can,no,9,0,FALSE,1.7e-05,18,18,33,UNREL
COL5A2,2_13,2_35,3,deletion,can,no,9,0,FALSE,6.6e-05,18,18,36,UNREL
COL5A2,2_13,2_37,3,deletion,can,no,9,0,FALSE,0.00095,15,18,18,UNREL
COL5A2,2_13,2_38,3,deletion,can,no,9,0,FALSE,0.00021,15,18,18,UNREL
COL5A2,2_13,2_4,3,deletion,can,no,9,0,FALSE,6.1e-05,18,18,32,UNREL
COL5A2,2_13,2_4,1,deletion,no,can,0,11,FALSE,6.1e-05,18,18,32,UNREL
COL5A2,2_13,2_42,3,deletion,can,no,9,0,FALSE,0.00018,18,18,36,UNREL
COL5A2,2_13,2_43,3,deletion,can,no,9,0,FALSE,1e-04,18,18,18,UNREL
COL5A2,2_13,2_45,3,deletion,can,no,9,0,FALSE,0.00013,18,18,18,UNREL
COL5A2,2_13,2_47,3,deletion,can,no,9,0,FALSE,0.00029,18,18,53,UNREL
COL5A2,2_13,2_48,3,deletion,can,no,9,0,FALSE,0.00014,18,18,36,UNREL
COL5A2,2_13,2_49,3,deletion,can,no,9,0,FALSE,7.9e-05,18,18,36,UNREL
COL5A2,2_13,2_5,3,deletion,can,no,9,0,FALSE,0.00075,15,18,15,UNREL
COL5A2,2_13,2_51,3,deletion,can,no,9,0,FALSE,1.9e-05,18,18,36,UNREL
COL5A2,2_13,2_52,3,deletion,can,no,9,0,FALSE,0.00012,18,18,18,UNREL
COL5A2,2_13,2_53,3,deletion,can,no,9,0,FALSE,0.00058,18,18,36,UNREL
COL5A2,2_13,2_56,3,deletion,can,no,9,0,FALSE,0.00021,18,18,46,UNREL
COL5A2,2_13,2_6,3,deletion,can,no,9,0,FALSE,2.2e-05,15,18,18,UNREL
COL5A2,2_13,2_7,3,deletion,can,no,9,0,FALSE,5e-04,15,18,18,UNREL
COL5A2,2_13,2_9,3,deletion,can,no,9,0,FALSE,0.00044,18,18,18,UNREL
COL5A2,2_14,2_16,3,deletion,can,can,9,9,FALSE,0.00049,15,15,33,No
COL5A2,2_14,2_18,3,deletion,can,can,9,9,FALSE,4e-04,15,15,33,No
COL5A2,2_14,2_21,3,deletion,can,anc,9,0,FALSE,0.00096,11,15,14,REL
COL5A2,2_14,2_22,3,deletion,can,no,9,0,FALSE,0.00029,15,15,18,UNREL
COL5A2,2_14,2_25,3,deletion,can,no,9,0,FALSE,0.00081,15,15,18,UNREL
COL5A2,2_14,2_26,3,deletion,can,no,9,0,FALSE,0.00047,15,15,33,UNREL
COL5A2,2_14,2_31,3,deletion,can,no,9,0,FALSE,0.00058,15,15,23,UNREL
COL5A2,2_14,2_32,3,deletion,can,no,9,0,FALSE,0.00082,9,15,25,UNREL
COL5A2,2_14,2_37,3,deletion,can,no,9,0,FALSE,0.00093,15,15,18,UNREL
COL5A2,2_14,2_4,3,deletion,can,no,9,0,FALSE,0.00043,15,15,32,UNREL
COL5A2,2_14,2_4,1,deletion,no,can,0,11,FALSE,0.00043,15,15,32,UNREL
COL5A2,2_14,2_45,3,deletion,can,no,9,0,FALSE,0.00097,15,15,18,UNREL
COL5A2,2_14,2_48,3,deletion,can,no,9,0,FALSE,2.7e-06,15,15,36,UNREL
COL5A2,2_14,2_49,3,deletion,can,no,9,0,FALSE,0.00041,15,15,36,UNREL
COL5A2,2_14,2_5,3,deletion,can,no,9,0,FALSE,0.00097,12,15,15,UNREL
COL5A2,2_14,2_51,3,deletion,can,no,9,0,FALSE,3e-04,15,15,36,UNREL
COL5A2,2_14,2_52,3,deletion,can,no,9,0,FALSE,0.00098,15,15,18,UNREL
COL5A2,2_14,2_53,3,deletion,can,no,9,0,FALSE,0.00028,15,15,36,UNREL
COL5A2,2_14,2_6,3,deletion,can,no,9,0,FALSE,2.8e-05,15,15,18,UNREL
COL5A2,2_14,2_7,3,deletion,can,no,9,0,FALSE,8.2e-05,15,15,18,UNREL
COL5A2,2_14,2_9,3,deletion,can,no,9,0,FALSE,0.00042,15,15,18,UNREL
COL5A2,2_15,2_18,3,deletion,can,can,9,9,FALSE,0.00022,18,18,33,No
COL5A2,2_15,2_19,3,deletion,can,can,9,9,FALSE,0.00038,15,18,18,No
COL5A2,2_15,2_19,10,deletion,no,can,0,1,FALSE,0.00038,15,18,18,UNREL
COL5A2,2_15,2_2,3,deletion,can,no,9,0,FALSE,0.00081,15,18,18,UNREL
COL5A2,2_15,2_2,1,deletion,no,can,0,11,FALSE,0.00081,15,18,18,UNREL
COL5A2,2_15,2_20,3,deletion,can,can,9,9,FALSE,0.00042,18,18,22,No
COL5A2,2_15,2_22,3,deletion,can,no,9,0,FALSE,0.00011,15,18,18,UNREL
COL5A2,2_15,2_24,3,deletion,can,no,9,0,FALSE,0.00023,18,18,33,UNREL
COL5A2,2_15,2_26,3,deletion,can,no,9,0,FALSE,0.00015,18,18,33,UNREL
COL5A2,2_15,2_32,3,deletion,can,no,9,0,FALSE,0.00031,15,18,25,UNREL
COL5A2,2_15,2_34,3,deletion,can,no,9,0,FALSE,0.00027,18,18,33,UNREL
COL5A2,2_15,2_35,3,deletion,can,no,9,0,FALSE,8.4e-05,18,18,36,UNREL
COL5A2,2_15,2_37,3,deletion,can,no,9,0,FALSE,0.00018,15,18,18,UNREL
COL5A2,2_15,2_38,3,deletion,can,no,9,0,FALSE,0.00056,15,18,18,UNREL
COL5A2,2_15,2_4,3,deletion,can,no,9,0,FALSE,6.4e-05,18,18,32,UNREL
COL5A2,2_15,2_4,1,deletion,no,can,0,11,FALSE,6.4e-05,18,18,32,UNREL
COL5A2,2_15,2_42,3,deletion,can,no,9,0,FALSE,7.2e-05,18,18,36,UNREL
COL5A2,2_15,2_45,3,deletion,can,no,9,0,FALSE,0.00056,18,18,18,UNREL
COL5A2,2_15,2_47,3,deletion,can,no,9,0,FALSE,0.00054,18,18,53,UNREL
COL5A2,2_15,2_49,3,deletion,can,no,9,0,FALSE,0.00016,18,18,36,UNREL
COL5A2,2_15,2_5,3,deletion,can,no,9,0,FALSE,0.00044,15,18,15,UNREL
COL5A2,2_15,2_51,3,deletion,can,no,9,0,FALSE,1.4e-05,18,18,36,UNREL
COL5A2,2_15,2_52,3,deletion,can,no,9,0,FALSE,6e-04,15,18,18,UNREL
COL5A2,2_15,2_55,3,deletion,can,no,9,0,FALSE,4e-04,18,18,18,UNREL
COL5A2,2_15,2_6,3,deletion,can,no,9,0,FALSE,0.00033,15,18,18,UNREL
COL5A2,2_15,2_7,3,deletion,can,no,9,0,FALSE,9.4e-05,18,18,18,UNREL
COL5A2,2_15,2_8,3,deletion,can,no,9,0,FALSE,0.00096,15,18,18,UNREL
COL5A2,2_15,2_9,3,deletion,can,no,9,0,FALSE,4.8e-05,18,18,18,UNREL
COL5A2,2_16,2_18,3,deletion,can,can,9,9,FALSE,8e-08,30,33,33,No
COL5A2,2_16,2_19,3,deletion,can,can,9,9,FALSE,0.00029,18,33,18,No
COL5A2,2_16,2_19,10,deletion,no,can,0,1,FALSE,0.00029,18,33,18,UNREL
COL5A2,2_16,2_2,3,deletion,can,no,9,0,FALSE,1.9e-06,18,33,18,UNREL
COL5A2,2_16,2_2,1,deletion,no,can,0,11,FALSE,1.9e-06,18,33,18,UNREL
COL5A2,2_16,2_20,3,deletion,can,can,9,9,FALSE,1.2e-05,22,33,22,No
COL5A2,2_16,2_21,3,deletion,can,anc,9,0,FALSE,0.00038,14,33,14,REL
COL5A2,2_16,2_22,3,deletion,can,no,9,0,FALSE,0.00043,18,33,18,UNREL
COL5A2,2_16,2_24,3,deletion,can,no,9,0,FALSE,1.1e-07,30,33,33,UNREL
COL5A2,2_16,2_26,3,deletion,can,no,9,0,FALSE,1.1e-07,30,33,33,UNREL
COL5A2,2_16,2_29,3,deletion,can,no,9,0,FALSE,2.3e-05,18,33,18,UNREL
COL5A2,2_16,2_31,3,deletion,can,no,9,0,FALSE,5.7e-06,21,33,23,UNREL
COL5A2,2_16,2_32,3,deletion,can,no,9,0,FALSE,5.8e-05,15,33,25,UNREL
COL5A2,2_16,2_34,3,deletion,can,no,9,0,FALSE,6.6e-06,33,33,33,UNREL
COL5A2,2_16,2_35,3,deletion,can,no,9,0,FALSE,1.4e-06,33,33,36,UNREL
COL5A2,2_16,2_37,3,deletion,can,no,9,0,FALSE,4.3e-05,18,33,18,UNREL
COL5A2,2_16,2_38,3,deletion,can,no,9,0,FALSE,2.2e-05,18,33,18,UNREL
COL5A2,2_16,2_4,3,deletion,can,no,9,0,FALSE,6.7e-06,31,33,32,UNREL
COL5A2,2_16,2_4,1,deletion,no,can,0,11,FALSE,6.7e-06,31,33,32,UNREL
COL5A2,2_16,2_40,3,deletion,can,no,9,0,FALSE,5.3e-05,15,33,18,UNREL
COL5A2,2_16,2_42,3,deletion,can,no,9,0,FALSE,3.1e-07,33,33,36,UNREL
COL5A2,2_16,2_43,3,deletion,can,no,9,0,FALSE,0.00045,18,33,18,UNREL
COL5A2,2_16,2_45,3,deletion,can,no,9,0,FALSE,0.00019,18,33,18,UNREL
COL5A2,2_16,2_47,3,deletion,can,no,9,0,FALSE,4.7e-07,33,33,53,UNREL
COL5A2,2_16,2_48,3,deletion,can,no,9,0,FALSE,1.9e-07,30,33,36,UNREL
COL5A2,2_16,2_49,3,deletion,can,no,9,0,FALSE,2e-08,33,33,36,UNREL
COL5A2,2_16,2_5,3,deletion,can,no,9,0,FALSE,2.2e-05,15,33,15,No
COL5A2,2_16,2_51,3,deletion,can,no,9,0,FALSE,1.2e-07,30,33,36,UNREL
COL5A2,2_16,2_52,3,deletion,can,no,9,0,FALSE,1e-05,18,33,18,UNREL
COL5A2,2_16,2_53,3,deletion,can,no,9,0,FALSE,8.1e-07,33,33,36,UNREL
COL5A2,2_16,2_55,3,deletion,can,no,9,0,FALSE,4.9e-05,18,33,18,UNREL
COL5A2,2_16,2_56,3,deletion,can,no,9,0,FALSE,5.1e-07,33,33,46,UNREL
COL5A2,2_16,2_6,3,deletion,can,no,9,0,FALSE,7.9e-06,18,33,18,No
COL5A2,2_16,2_7,3,deletion,can,no,9,0,FALSE,3.9e-07,18,33,18,No
COL5A2,2_16,2_8,3,deletion,can,no,9,0,FALSE,0.00057,18,33,18,No
COL5A2,2_16,2_9,3,deletion,can,no,9,0,FALSE,0.00035,18,33,18,No
COL5A2,2_17,2_18,3,deletion,can,can,9,9,FALSE,0.00022,15,15,33,No
COL5A2,2_17,2_22,3,deletion,can,no,9,0,FALSE,0.00069,12,15,18,UNREL
COL5A2,2_17,2_26,3,deletion,can,no,9,0,FALSE,0.00017,15,15,33,UNREL
COL5A2,2_17,2_29,3,deletion,can,no,9,0,FALSE,4e-04,15,15,18,UNREL
COL5A2,2_17,2_31,3,deletion,can,no,9,0,FALSE,0.00038,15,15,23,UNREL
COL5A2,2_17,2_35,3,deletion,can,no,9,0,FALSE,0.00083,15,15,36,UNREL
COL5A2,2_17,2_37,3,deletion,can,no,9,0,FALSE,0.00045,15,15,18,UNREL
COL5A2,2_17,2_4,3,deletion,can,no,9,0,FALSE,0.00036,15,15,32,UNREL
COL5A2,2_17,2_4,1,deletion,no,can,0,11,FALSE,0.00036,15,15,32,UNREL
COL5A2,2_17,2_48,3,deletion,can,no,9,0,FALSE,0.00035,12,15,36,UNREL
COL5A2,2_17,2_49,3,deletion,can,no,9,0,FALSE,0.00032,15,15,36,UNREL
COL5A2,2_17,2_50,3,deletion,can,no,9,0,FALSE,0.00059,15,15,18,UNREL
COL5A2,2_17,2_51,3,deletion,can,no,9,0,FALSE,0.00099,15,15,36,UNREL
COL5A2,2_18,2_19,3,deletion,can,can,9,9,FALSE,9.2e-05,18,33,18,No
COL5A2,2_18,2_19,10,deletion,anc,can,0,1,FALSE,9.2e-05,18,33,18,REL
COL5A2,2_18,2_2,3,deletion,can,no,9,0,FALSE,6.9e-06,18,33,18,UNREL
COL5A2,2_18,2_2,1,deletion,no,can,0,11,FALSE,6.9e-06,18,33,18,UNREL
COL5A2,2_18,2_20,3,deletion,can,can,9,9,FALSE,2.8e-05,22,33,22,No
COL5A2,2_18,2_21,3,deletion,can,anc,9,0,FALSE,0.00077,14,33,14,REL
COL5A2,2_18,2_22,3,deletion,can,no,9,0,FALSE,0.00017,18,33,18,UNREL
COL5A2,2_18,2_24,3,deletion,can,no,9,0,FALSE,7.3e-07,33,33,33,UNREL
COL5A2,2_18,2_25,3,deletion,can,no,9,0,FALSE,0.00088,18,33,18,UNREL
COL5A2,2_18,2_26,3,deletion,can,no,9,0,FALSE,3.5e-07,33,33,33,UNREL
COL5A2,2_18,2_29,3,deletion,can,no,9,0,FALSE,0.00034,18,33,18,UNREL
COL5A2,2_18,2_31,3,deletion,can,no,9,0,FALSE,0.00011,23,33,23,UNREL
COL5A2,2_18,2_32,3,deletion,can,no,9,0,FALSE,6.5e-05,21,33,25,UNREL
COL5A2,2_18,2_34,3,deletion,can,no,9,0,FALSE,1.4e-05,30,33,33,UNREL
COL5A2,2_18,2_35,3,deletion,can,no,9,0,FALSE,1.4e-07,33,33,36,UNREL
COL5A2,2_18,2_37,3,deletion,can,no,9,0,FALSE,1.1e-05,18,33,18,UNREL
COL5A2,2_18,2_38,3,deletion,can,no,9,0,FALSE,1.6e-05,18,33,18,UNREL
COL5A2,2_18,2_4,3,deletion,can,no,9,0,FALSE,1.8e-06,31,33,32,UNREL
COL5A2,2_18,2_4,1,deletion,no,can,0,11,FALSE,1.8e-06,31,33,32,UNREL
COL5A2,2_18,2_40,3,deletion,can,no,9,0,FALSE,0.00094,18,33,18,UNREL
COL5A2,2_18,2_42,3,deletion,can,no,9,0,FALSE,1.2e-07,33,33,36,UNREL
COL5A2,2_18,2_43,3,deletion,can,no,9,0,FALSE,0.00046,18,33,18,UNREL
COL5A2,2_18,2_45,3,deletion,can,no,9,0,FALSE,0.00012,18,33,18,UNREL
COL5A2,2_18,2_47,3,deletion,can,no,9,0,FALSE,5.7e-07,33,33,53,UNREL
COL5A2,2_18,2_48,3,deletion,can,no,9,0,FALSE,3.4e-06,30,33,36,UNREL
COL5A2,2_18,2_49,3,deletion,can,no,9,0,FALSE,1.3e-07,33,33,36,UNREL
COL5A2,2_18,2_5,3,deletion,can,no,9,0,FALSE,0.00011,15,33,15,UNREL
COL5A2,2_18,2_51,3,deletion,can,no,9,0,FALSE,1e-08,33,33,36,UNREL
COL5A2,2_18,2_52,3,deletion,can,no,9,0,FALSE,0.00015,18,33,18,UNREL
COL5A2,2_18,2_53,3,deletion,can,no,9,0,FALSE,9.2e-05,33,33,36,UNREL
COL5A2,2_18,2_55,3,deletion,can,no,9,0,FALSE,0.00012,18,33,18,UNREL
COL5A2,2_18,2_56,3,deletion,can,no,9,0,FALSE,8.6e-07,33,33,46,UNREL
COL5A2,2_18,2_6,3,deletion,can,no,9,0,FALSE,3.1e-05,18,33,18,UNREL
COL5A2,2_18,2_7,3,deletion,can,no,9,0,FALSE,0.00018,18,33,18,UNREL
COL5A2,2_18,2_8,3,deletion,can,no,9,0,FALSE,0.00044,18,33,18,UNREL
COL5A2,2_19,2_2,3,deletion,can,no,9,0,FALSE,3e-06,18,18,18,UNREL
COL5A2,2_19,2_2,10,deletion,can,no,1,0,FALSE,3e-06,18,18,18,UNREL
COL5A2,2_19,2_2,1,deletion,no,can,0,11,FALSE,3e-06,18,18,18,UNREL
COL5A2,2_19,2_20,3,deletion,can,can,9,9,FALSE,0.00058,16,18,22,No
COL5A2,2_19,2_20,10,deletion,can,anc,1,0,FALSE,0.00058,16,18,22,REL
COL5A2,2_19,2_21,3,deletion,can,anc,9,0,FALSE,0.00071,14,18,14,REL
COL5A2,2_19,2_21,10,deletion,can,no,1,0,FALSE,0.00071,14,18,14,No
COL5A2,2_19,2_22,3,deletion,can,no,9,0,FALSE,0.00039,18,18,18,UNREL
COL5A2,2_19,2_22,10,deletion,can,no,1,0,FALSE,0.00039,18,18,18,UNREL
COL5A2,2_19,2_24,3,deletion,can,no,9,0,FALSE,0.00023,18,18,33,UNREL
COL5A2,2_19,2_24,10,deletion,can,no,1,0,FALSE,0.00023,18,18,33,UNREL
COL5A2,2_19,2_25,3,deletion,can,no,9,0,FALSE,0.00032,15,18,18,UNREL
COL5A2,2_19,2_25,10,deletion,can,no,1,0,FALSE,0.00032,15,18,18,UNREL
COL5A2,2_19,2_26,3,deletion,can,no,9,0,FALSE,0.00024,18,18,33,UNREL
COL5A2,2_19,2_26,10,deletion,can,no,1,0,FALSE,0.00024,18,18,33,UNREL
COL5A2,2_19,2_27,3,deletion,can,no,9,0,FALSE,0.00031,12,18,12,UNREL
COL5A2,2_19,2_27,10,deletion,can,no,1,0,FALSE,0.00031,12,18,12,UNREL
COL5A2,2_19,2_29,3,deletion,can,no,9,0,FALSE,0.00033,18,18,18,UNREL
COL5A2,2_19,2_29,10,deletion,can,no,1,0,FALSE,0.00033,18,18,18,UNREL
COL5A2,2_19,2_31,3,deletion,can,no,9,0,FALSE,0.00044,15,18,23,UNREL
COL5A2,2_19,2_31,10,deletion,can,no,1,0,FALSE,0.00044,15,18,23,UNREL
COL5A2,2_19,2_32,3,deletion,can,no,9,0,FALSE,9.7e-06,18,18,25,UNREL
COL5A2,2_19,2_32,10,deletion,can,no,1,0,FALSE,9.7e-06,18,18,25,UNREL
COL5A2,2_19,2_33,3,deletion,can,no,9,0,FALSE,0.00038,15,18,15,UNREL
COL5A2,2_19,2_33,10,deletion,can,no,1,0,FALSE,0.00038,15,18,15,UNREL
COL5A2,2_19,2_34,3,deletion,can,no,9,0,FALSE,0.00031,18,18,33,UNREL
COL5A2,2_19,2_34,10,deletion,can,no,1,0,FALSE,0.00031,18,18,33,UNREL
COL5A2,2_19,2_35,3,deletion,can,no,9,0,FALSE,0.00013,18,18,36,UNREL
COL5A2,2_19,2_35,10,deletion,can,no,1,0,FALSE,0.00013,18,18,36,UNREL
COL5A2,2_19,2_37,3,deletion,can,no,9,0,FALSE,1.3e-05,18,18,18,UNREL
COL5A2,2_19,2_37,10,deletion,can,no,1,0,FALSE,1.3e-05,18,18,18,UNREL
COL5A2,2_19,2_38,3,deletion,can,no,9,0,FALSE,7.6e-05,18,18,18,UNREL
COL5A2,2_19,2_38,10,deletion,can,no,1,0,FALSE,7.6e-05,18,18,18,UNREL
COL5A2,2_19,2_4,3,deletion,can,no,9,0,FALSE,8.3e-07,18,18,32,UNREL
COL5A2,2_19,2_4,10,deletion,can,no,1,0,FALSE,8.3e-07,18,18,32,UNREL
COL5A2,2_19,2_4,1,deletion,no,can,0,11,FALSE,8.3e-07,18,18,32,UNREL
COL5A2,2_19,2_42,3,deletion,can,no,9,0,FALSE,1.4e-05,18,18,36,UNREL
